Customer_ID,Customer_Name,Email,Product,Quantity,Price_Per_Item,Total_Price,Purchase_Date,Season
CUST_0006,Name CUST_0006,cust_0006@demo.example,Jacket,4,48.6,194.4,2024-01-02,Fall
CUST_0006,Name CUST_0006,cust_0006@demo.example,Pants,4,136.54,546.16,2024-04-19,Winter
CUST_0006,Name CUST_0006,cust_0006@demo.example,Jacket,2,34.95,69.9,2025-01-20,Winter
CUST_0007,Name CUST_0007,cust_0007@demo.example,Shirt,1,115.22,115.22,2024-01-30,Spring
CUST_0007,Name CUST_0007,cust_0007@demo.example,Shirt,1,129.49,129.49,2024-01-30,Spring
CUST_0007,Name CUST_0007,cust_0007@demo.example,Dress,2,104.42,208.84,2024-05-13,Summer
CUST_0007,Name CUST_0007,cust_0007@demo.example,Accessory,4,30.06,120.24,2024-05-15,Fall
CUST_0007,Name CUST_0007,cust_0007@demo.example,Jacket,1,97.47,97.47,2024-10-23,Fall
CUST_0007,Name CUST_0007,cust_0007@demo.example,Shoes,4,81.39,325.56,2024-10-26,Summer
CUST_0007,Name CUST_0007,cust_0007@demo.example,Shoes,2,67.72,135.44,2024-12-11,Summer
CUST_0007,Name CUST_0007,cust_0007@demo.example,Dress,4,33.36,133.44,2024-12-22,Summer
CUST_0008,Name CUST_0008,cust_0008@demo.example,Pants,2,62.99,125.98,2024-02-05,Winter
CUST_0008,Name CUST_0008,cust_0008@demo.example,Pants,2,81.81,163.62,2024-02-07,Fall
CUST_0008,Name CUST_0008,cust_0008@demo.example,Shirt,4,126.45,505.8,2024-02-17,Spring
CUST_0008,Name CUST_0008,cust_0008@demo.example,Dress,3,81.75,245.25,2024-04-14,Spring
CUST_0008,Name CUST_0008,cust_0008@demo.example,Accessory,1,134.78,134.78,2024-05-15,Summer
CUST_0008,Name CUST_0008,cust_0008@demo.example,Accessory,3,95.47,286.41,2024-05-19,Fall
CUST_0008,Name CUST_0008,cust_0008@demo.example,Shoes,1,13.29,13.29,2024-06-10,Spring
CUST_0008,Name CUST_0008,cust_0008@demo.example,Accessory,3,96.41,289.23,2024-10-05,Spring
CUST_0008,Name CUST_0008,cust_0008@demo.example,Shirt,3,140.58,421.74,2024-12-07,Summer
CUST_0009,Name CUST_0009,cust_0009@demo.example,Accessory,1,142.42,142.42,2024-02-27,Summer
CUST_0009,Name CUST_0009,cust_0009@demo.example,Accessory,4,146.39,585.56,2024-06-30,Summer
CUST_0009,Name CUST_0009,cust_0009@demo.example,Accessory,2,106.13,212.26,2024-07-02,Spring
CUST_0009,Name CUST_0009,cust_0009@demo.example,Dress,2,17.77,35.54,2024-08-08,Spring
CUST_0009,Name CUST_0009,cust_0009@demo.example,Shoes,1,127.17,127.17,2024-10-06,Summer
CUST_0009,Name CUST_0009,cust_0009@demo.example,Jacket,4,88.13,352.52,2025-01-14,Spring
CUST_0009,Name CUST_0009,cust_0009@demo.example,Dress,2,99.92,199.84,2025-01-29,Summer
CUST_0010,Name CUST_0010,cust_0010@demo.example,Jacket,4,42.7,170.8,2024-01-20,Fall
CUST_0010,Name CUST_0010,cust_0010@demo.example,Shirt,2,133.64,267.28,2024-03-24,Summer
CUST_0010,Name CUST_0010,cust_0010@demo.example,Shirt,2,120.66,241.32,2024-05-16,Winter
CUST_0010,Name CUST_0010,cust_0010@demo.example,Accessory,2,42.76,85.52,2024-06-05,Summer
CUST_0010,Name CUST_0010,cust_0010@demo.example,Jacket,3,119.97,359.91,2025-01-12,Summer
CUST_0011,Name CUST_0011,cust_0011@demo.example,Shirt,2,62.26,124.52,2024-01-01,Fall
CUST_0011,Name CUST_0011,cust_0011@demo.example,Dress,1,133.03,133.03,2024-01-15,Summer
CUST_0011,Name CUST_0011,cust_0011@demo.example,Dress,3,131.28,393.84,2024-06-17,Fall
CUST_0011,Name CUST_0011,cust_0011@demo.example,Shoes,3,72.22,216.66,2024-06-25,Spring
CUST_0011,Name CUST_0011,cust_0011@demo.example,Accessory,2,47.15,94.3,2024-07-16,Winter
CUST_0011,Name CUST_0011,cust_0011@demo.example,Shoes,3,17.28,51.84,2024-10-24,Winter
CUST_0011,Name CUST_0011,cust_0011@demo.example,Shirt,3,103.55,310.65,2024-11-15,Fall
CUST_0011,Name CUST_0011,cust_0011@demo.example,Shoes,4,105.77,423.08,2024-11-24,Fall
CUST_0012,Name CUST_0012,cust_0012@demo.example,Pants,2,104.85,209.7,2024-02-17,Summer
CUST_0012,Name CUST_0012,cust_0012@demo.example,Jacket,1,18.38,18.38,2024-03-16,Spring
CUST_0012,Name CUST_0012,cust_0012@demo.example,Accessory,4,57.01,228.04,2024-06-07,Fall
CUST_0012,Name CUST_0012,cust_0012@demo.example,Shoes,4,134.29,537.16,2024-08-21,Summer
CUST_0012,Name CUST_0012,cust_0012@demo.example,Accessory,4,121.54,486.16,2024-09-18,Summer
CUST_0012,Name CUST_0012,cust_0012@demo.example,Pants,1,53.93,53.93,2024-10-07,Winter
CUST_0012,Name CUST_0012,cust_0012@demo.example,Accessory,2,38.47,76.94,2024-10-10,Winter
CUST_0012,Name CUST_0012,cust_0012@demo.example,Accessory,1,51.16,51.16,2024-12-03,Fall
CUST_0012,Name CUST_0012,cust_0012@demo.example,Dress,2,96.94,193.88,2024-12-12,Winter
CUST_0012,Name CUST_0012,cust_0012@demo.example,Jacket,3,76.17,228.51,2025-02-06,Summer
CUST_0013,Name CUST_0013,cust_0013@demo.example,Shirt,2,138.61,277.22,2024-01-26,Winter
CUST_0013,Name CUST_0013,cust_0013@demo.example,Dress,3,44.36,133.08,2024-02-09,Fall
CUST_0013,Name CUST_0013,cust_0013@demo.example,Shoes,4,104.13,416.52,2024-03-09,Fall
CUST_0013,Name CUST_0013,cust_0013@demo.example,Accessory,2,122.97,245.94,2024-04-22,Winter
CUST_0013,Name CUST_0013,cust_0013@demo.example,Jacket,3,86.88,260.64,2024-07-27,Spring
CUST_0013,Name CUST_0013,cust_0013@demo.example,Accessory,3,115.75,347.25,2024-08-18,Fall
CUST_0013,Name CUST_0013,cust_0013@demo.example,Pants,1,31.1,31.1,2024-10-03,Winter
CUST_0013,Name CUST_0013,cust_0013@demo.example,Accessory,4,135.81,543.24,2024-10-07,Winter
CUST_0013,Name CUST_0013,cust_0013@demo.example,Shirt,1,135.19,135.19,2024-12-01,Winter
CUST_0013,Name CUST_0013,cust_0013@demo.example,Shirt,2,109.49,218.98,2024-12-21,Winter
CUST_0013,Name CUST_0013,cust_0013@demo.example,Pants,4,80.22,320.88,2024-12-22,Summer
CUST_0013,Name CUST_0013,cust_0013@demo.example,Accessory,4,96.55,386.2,2025-01-21,Winter
CUST_0013,Name CUST_0013,cust_0013@demo.example,Dress,4,98.49,393.96,2025-01-27,Winter
CUST_0014,Name CUST_0014,cust_0014@demo.example,Jacket,3,104.3,312.9,2024-07-18,Summer
CUST_0014,Name CUST_0014,cust_0014@demo.example,Shoes,4,136.87,547.48,2024-08-03,Spring
CUST_0014,Name CUST_0014,cust_0014@demo.example,Jacket,2,49.67,99.34,2024-09-06,Spring
CUST_0014,Name CUST_0014,cust_0014@demo.example,Jacket,4,129.78,519.12,2025-01-20,Summer
CUST_0014,Name CUST_0014,cust_0014@demo.example,Dress,4,77.82,311.28,2025-01-26,Fall
CUST_0015,Name CUST_0015,cust_0015@demo.example,Dress,1,149.99,149.99,2024-01-10,Summer
CUST_0015,Name CUST_0015,cust_0015@demo.example,Pants,3,64.32,192.96,2024-01-26,Winter
CUST_0015,Name CUST_0015,cust_0015@demo.example,Jacket,4,30.73,122.92,2024-02-12,Summer
CUST_0015,Name CUST_0015,cust_0015@demo.example,Shoes,1,137.16,137.16,2024-03-06,Spring
CUST_0015,Name CUST_0015,cust_0015@demo.example,Jacket,3,117.05,351.15,2024-06-16,Fall
CUST_0015,Name CUST_0015,cust_0015@demo.example,Jacket,2,44.92,89.84,2024-11-14,Spring
CUST_0015,Name CUST_0015,cust_0015@demo.example,Accessory,1,119.81,119.81,2024-11-28,Spring
CUST_0015,Name CUST_0015,cust_0015@demo.example,Shirt,4,46.81,187.24,2025-01-20,Winter
CUST_0015,Name CUST_0015,cust_0015@demo.example,Pants,1,143.05,143.05,2025-01-21,Spring
CUST_0016,Name CUST_0016,cust_0016@demo.example,Jacket,3,13.75,41.25,2024-02-05,Winter
CUST_0016,Name CUST_0016,cust_0016@demo.example,Shoes,3,129.34,388.02,2024-02-22,Spring
CUST_0016,Name CUST_0016,cust_0016@demo.example,Accessory,4,144.59,578.36,2024-02-24,Winter
CUST_0016,Name CUST_0016,cust_0016@demo.example,Shoes,1,140.19,140.19,2024-02-25,Winter
CUST_0016,Name CUST_0016,cust_0016@demo.example,Dress,4,108.53,434.12,2024-04-21,Summer
CUST_0016,Name CUST_0016,cust_0016@demo.example,Shirt,2,126.64,253.28,2024-06-14,Fall
CUST_0016,Name CUST_0016,cust_0016@demo.example,Accessory,2,22.49,44.98,2024-07-22,Summer
CUST_0016,Name CUST_0016,cust_0016@demo.example,Pants,1,119.34,119.34,2024-11-06,Fall
CUST_0016,Name CUST_0016,cust_0016@demo.example,Accessory,4,76.15,304.6,2024-11-11,Fall
CUST_0016,Name CUST_0016,cust_0016@demo.example,Accessory,2,72.1,144.2,2024-12-28,Fall
CUST_0016,Name CUST_0016,cust_0016@demo.example,Jacket,1,59.91,59.91,2025-02-11,Fall
CUST_0017,Name CUST_0017,cust_0017@demo.example,Jacket,2,111.37,222.74,2024-02-13,Summer
CUST_0017,Name CUST_0017,cust_0017@demo.example,Accessory,4,90.64,362.56,2024-05-04,Winter
CUST_0017,Name CUST_0017,cust_0017@demo.example,Shoes,3,88.7,266.1,2024-05-23,Summer
CUST_0017,Name CUST_0017,cust_0017@demo.example,Dress,1,80.21,80.21,2024-06-21,Summer
CUST_0017,Name CUST_0017,cust_0017@demo.example,Accessory,3,70.72,212.16,2024-08-30,Fall
CUST_0017,Name CUST_0017,cust_0017@demo.example,Dress,2,60.97,121.94,2024-09-06,Fall
CUST_0017,Name CUST_0017,cust_0017@demo.example,Jacket,4,101.13,404.52,2024-12-19,Winter
CUST_0017,Name CUST_0017,cust_0017@demo.example,Shoes,2,54.26,108.52,2024-12-20,Fall
CUST_0017,Name CUST_0017,cust_0017@demo.example,Pants,1,24.84,24.84,2025-02-09,Winter
CUST_0018,Name CUST_0018,cust_0018@demo.example,Accessory,1,88.36,88.36,2024-01-24,Summer
CUST_0018,Name CUST_0018,cust_0018@demo.example,Dress,2,52.88,105.76,2024-02-21,Summer
CUST_0018,Name CUST_0018,cust_0018@demo.example,Accessory,2,55.55,111.1,2024-03-02,Summer
CUST_0018,Name CUST_0018,cust_0018@demo.example,Dress,2,113.93,227.86,2024-04-08,Fall
CUST_0018,Name CUST_0018,cust_0018@demo.example,Pants,1,109.71,109.71,2024-06-03,Fall
CUST_0018,Name CUST_0018,cust_0018@demo.example,Shirt,4,26.16,104.64,2024-11-22,Fall
CUST_0018,Name CUST_0018,cust_0018@demo.example,Dress,4,49.39,197.56,2024-12-25,Summer
CUST_0019,Name CUST_0019,cust_0019@demo.example,Shoes,1,32.94,32.94,2024-02-07,Fall
CUST_0019,Name CUST_0019,cust_0019@demo.example,Jacket,2,28.35,56.7,2024-02-13,Summer
CUST_0019,Name CUST_0019,cust_0019@demo.example,Accessory,1,68.38,68.38,2024-03-21,Winter
CUST_0019,Name CUST_0019,cust_0019@demo.example,Pants,1,33.67,33.67,2024-05-15,Spring
CUST_0019,Name CUST_0019,cust_0019@demo.example,Jacket,1,125.45,125.45,2024-09-01,Winter
CUST_0019,Name CUST_0019,cust_0019@demo.example,Shirt,4,59.02,236.08,2024-09-02,Fall
CUST_0019,Name CUST_0019,cust_0019@demo.example,Shoes,4,54.14,216.56,2024-10-28,Spring
CUST_0019,Name CUST_0019,cust_0019@demo.example,Pants,1,142.77,142.77,2024-11-08,Summer
CUST_0019,Name CUST_0019,cust_0019@demo.example,Jacket,4,74.17,296.68,2025-02-01,Fall
CUST_0020,Name CUST_0020,cust_0020@demo.example,Dress,2,51.76,103.52,2024-01-17,Winter
CUST_0020,Name CUST_0020,cust_0020@demo.example,Accessory,2,139.5,279.0,2024-02-06,Summer
CUST_0020,Name CUST_0020,cust_0020@demo.example,Pants,2,21.85,43.7,2024-05-16,Fall
CUST_0020,Name CUST_0020,cust_0020@demo.example,Accessory,1,87.15,87.15,2024-08-05,Summer
CUST_0020,Name CUST_0020,cust_0020@demo.example,Jacket,3,72.6,217.8,2024-10-31,Fall
CUST_0020,Name CUST_0020,cust_0020@demo.example,Shoes,4,142.09,568.36,2024-12-24,Winter
CUST_0021,Name CUST_0021,cust_0021@demo.example,Accessory,1,134.74,134.74,2024-02-11,Fall
CUST_0021,Name CUST_0021,cust_0021@demo.example,Jacket,1,145.89,145.89,2024-06-14,Spring
CUST_0021,Name CUST_0021,cust_0021@demo.example,Dress,4,107.73,430.92,2024-06-17,Winter
CUST_0021,Name CUST_0021,cust_0021@demo.example,Shirt,3,56.31,168.93,2024-07-28,Summer
CUST_0021,Name CUST_0021,cust_0021@demo.example,Pants,4,138.42,553.68,2024-09-22,Winter
CUST_0021,Name CUST_0021,cust_0021@demo.example,Pants,3,15.57,46.71,2024-11-05,Spring
CUST_0021,Name CUST_0021,cust_0021@demo.example,Jacket,4,145.73,582.92,2024-11-21,Fall
CUST_0021,Name CUST_0021,cust_0021@demo.example,Pants,3,91.52,274.56,2025-01-26,Winter
CUST_0021,Name CUST_0021,cust_0021@demo.example,Dress,1,74.77,74.77,2025-02-20,Fall
CUST_0022,Name CUST_0022,cust_0022@demo.example,Shirt,2,148.93,297.86,2024-02-17,Winter
CUST_0022,Name CUST_0022,cust_0022@demo.example,Accessory,2,80.78,161.56,2024-03-01,Fall
CUST_0022,Name CUST_0022,cust_0022@demo.example,Shoes,1,146.29,146.29,2024-03-03,Summer
CUST_0022,Name CUST_0022,cust_0022@demo.example,Jacket,4,88.07,352.28,2024-05-04,Summer
CUST_0022,Name CUST_0022,cust_0022@demo.example,Jacket,2,140.02,280.04,2024-05-16,Winter
CUST_0022,Name CUST_0022,cust_0022@demo.example,Dress,3,125.24,375.72,2024-06-23,Fall
CUST_0022,Name CUST_0022,cust_0022@demo.example,Jacket,3,69.34,208.02,2024-09-17,Winter
CUST_0022,Name CUST_0022,cust_0022@demo.example,Pants,4,69.03,276.12,2024-10-04,Fall
CUST_0022,Name CUST_0022,cust_0022@demo.example,Jacket,4,131.41,525.64,2024-10-27,Winter
CUST_0022,Name CUST_0022,cust_0022@demo.example,Dress,2,131.24,262.48,2024-11-02,Winter
CUST_0022,Name CUST_0022,cust_0022@demo.example,Shirt,4,98.31,393.24,2024-11-14,Summer
CUST_0022,Name CUST_0022,cust_0022@demo.example,Shirt,2,54.88,109.76,2024-12-29,Winter
CUST_0023,Name CUST_0023,cust_0023@demo.example,Accessory,3,114.77,344.31,2024-01-23,Winter
CUST_0023,Name CUST_0023,cust_0023@demo.example,Dress,4,74.84,299.36,2024-06-19,Summer
CUST_0023,Name CUST_0023,cust_0023@demo.example,Shirt,2,80.36,160.72,2024-07-16,Summer
CUST_0023,Name CUST_0023,cust_0023@demo.example,Jacket,3,132.02,396.06,2024-09-14,Spring
CUST_0023,Name CUST_0023,cust_0023@demo.example,Pants,4,14.12,56.48,2024-09-26,Winter
CUST_0023,Name CUST_0023,cust_0023@demo.example,Dress,2,22.33,44.66,2024-12-01,Fall
CUST_0023,Name CUST_0023,cust_0023@demo.example,Pants,2,90.91,181.82,2024-12-23,Winter
CUST_0024,Name CUST_0024,cust_0024@demo.example,Shoes,2,85.3,170.6,2024-03-15,Summer
CUST_0024,Name CUST_0024,cust_0024@demo.example,Jacket,2,22.9,45.8,2024-03-28,Summer
CUST_0024,Name CUST_0024,cust_0024@demo.example,Accessory,3,149.64,448.92,2024-04-30,Spring
CUST_0024,Name CUST_0024,cust_0024@demo.example,Shirt,4,132.39,529.56,2024-06-11,Spring
CUST_0024,Name CUST_0024,cust_0024@demo.example,Dress,1,52.48,52.48,2024-06-15,Winter
CUST_0024,Name CUST_0024,cust_0024@demo.example,Accessory,1,116.93,116.93,2024-08-10,Spring
CUST_0024,Name CUST_0024,cust_0024@demo.example,Shirt,2,107.77,215.54,2024-08-15,Spring
CUST_0024,Name CUST_0024,cust_0024@demo.example,Jacket,3,104.02,312.06,2024-08-23,Fall
CUST_0024,Name CUST_0024,cust_0024@demo.example,Accessory,2,44.04,88.08,2024-09-11,Fall
CUST_0024,Name CUST_0024,cust_0024@demo.example,Dress,2,22.19,44.38,2024-12-12,Fall
CUST_0024,Name CUST_0024,cust_0024@demo.example,Dress,4,101.68,406.72,2024-12-20,Winter
CUST_0025,Name CUST_0025,cust_0025@demo.example,Jacket,3,57.09,171.27,2024-02-16,Summer
CUST_0025,Name CUST_0025,cust_0025@demo.example,Jacket,3,138.14,414.42,2024-03-25,Fall
CUST_0025,Name CUST_0025,cust_0025@demo.example,Dress,2,120.54,241.08,2024-04-12,Fall
CUST_0025,Name CUST_0025,cust_0025@demo.example,Dress,4,16.6,66.4,2024-06-07,Summer
CUST_0025,Name CUST_0025,cust_0025@demo.example,Jacket,4,26.72,106.88,2024-07-15,Fall
CUST_0025,Name CUST_0025,cust_0025@demo.example,Dress,3,75.04,225.12,2024-08-05,Summer
CUST_0025,Name CUST_0025,cust_0025@demo.example,Dress,3,148.99,446.97,2024-10-21,Spring
CUST_0025,Name CUST_0025,cust_0025@demo.example,Dress,4,126.93,507.72,2024-11-06,Summer
CUST_0025,Name CUST_0025,cust_0025@demo.example,Pants,3,42.22,126.66,2024-11-06,Fall
CUST_0025,Name CUST_0025,cust_0025@demo.example,Shoes,4,49.88,199.52,2024-12-03,Spring
CUST_0025,Name CUST_0025,cust_0025@demo.example,Accessory,2,98.7,197.4,2024-12-13,Spring
CUST_0025,Name CUST_0025,cust_0025@demo.example,Jacket,3,122.98,368.94,2025-01-17,Spring
CUST_0026,Name CUST_0026,cust_0026@demo.example,Accessory,1,74.76,74.76,2024-05-15,Fall
CUST_0026,Name CUST_0026,cust_0026@demo.example,Dress,4,125.49,501.96,2024-10-26,Spring
CUST_0026,Name CUST_0026,cust_0026@demo.example,Accessory,2,130.7,261.4,2025-01-21,Winter
CUST_0026,Name CUST_0026,cust_0026@demo.example,Jacket,3,24.46,73.38,2025-02-15,Spring
CUST_0027,Name CUST_0027,cust_0027@demo.example,Jacket,1,54.0,54.0,2024-01-24,Spring
CUST_0027,Name CUST_0027,cust_0027@demo.example,Shirt,4,50.07,200.28,2024-02-01,Winter
CUST_0027,Name CUST_0027,cust_0027@demo.example,Shoes,2,100.56,201.12,2024-02-16,Spring
CUST_0027,Name CUST_0027,cust_0027@demo.example,Pants,2,134.44,268.88,2024-02-19,Winter
CUST_0027,Name CUST_0027,cust_0027@demo.example,Shoes,4,15.45,61.8,2024-04-29,Fall
CUST_0027,Name CUST_0027,cust_0027@demo.example,Dress,1,147.37,147.37,2024-07-04,Fall
CUST_0027,Name CUST_0027,cust_0027@demo.example,Accessory,3,104.53,313.59,2024-08-20,Winter
CUST_0027,Name CUST_0027,cust_0027@demo.example,Dress,4,141.59,566.36,2024-09-07,Spring
CUST_0027,Name CUST_0027,cust_0027@demo.example,Accessory,2,134.19,268.38,2024-10-27,Spring
CUST_0027,Name CUST_0027,cust_0027@demo.example,Accessory,2,101.38,202.76,2024-11-08,Winter
CUST_0027,Name CUST_0027,cust_0027@demo.example,Jacket,3,41.98,125.94,2024-12-19,Summer
CUST_0027,Name CUST_0027,cust_0027@demo.example,Shirt,3,101.6,304.8,2024-12-24,Summer
CUST_0028,Name CUST_0028,cust_0028@demo.example,Pants,2,92.92,185.84,2024-02-05,Fall
CUST_0028,Name CUST_0028,cust_0028@demo.example,Pants,3,45.61,136.83,2025-02-06,Summer
CUST_0029,Name CUST_0029,cust_0029@demo.example,Pants,2,48.62,97.24,2024-01-09,Winter
CUST_0029,Name CUST_0029,cust_0029@demo.example,Shirt,3,95.95,287.85,2024-02-11,Summer
CUST_0029,Name CUST_0029,cust_0029@demo.example,Pants,1,61.44,61.44,2024-03-08,Fall
CUST_0029,Name CUST_0029,cust_0029@demo.example,Pants,1,50.26,50.26,2024-03-16,Summer
CUST_0029,Name CUST_0029,cust_0029@demo.example,Shoes,3,64.56,193.68,2024-05-20,Fall
CUST_0029,Name CUST_0029,cust_0029@demo.example,Accessory,4,67.02,268.08,2024-06-22,Spring
CUST_0029,Name CUST_0029,cust_0029@demo.example,Jacket,1,79.66,79.66,2024-08-06,Spring
CUST_0029,Name CUST_0029,cust_0029@demo.example,Accessory,4,25.69,102.76,2024-08-20,Spring
CUST_0029,Name CUST_0029,cust_0029@demo.example,Jacket,1,20.39,20.39,2024-08-22,Winter
CUST_0029,Name CUST_0029,cust_0029@demo.example,Shirt,2,142.47,284.94,2024-09-14,Fall
CUST_0029,Name CUST_0029,cust_0029@demo.example,Jacket,1,114.9,114.9,2024-09-26,Winter
CUST_0029,Name CUST_0029,cust_0029@demo.example,Shirt,3,122.19,366.57,2024-10-03,Spring
CUST_0029,Name CUST_0029,cust_0029@demo.example,Pants,2,71.35,142.7,2024-12-01,Winter
CUST_0029,Name CUST_0029,cust_0029@demo.example,Shirt,3,82.83,248.49,2025-02-02,Winter
CUST_0030,Name CUST_0030,cust_0030@demo.example,Pants,1,91.75,91.75,2024-06-29,Summer
CUST_0030,Name CUST_0030,cust_0030@demo.example,Dress,3,103.78,311.34,2024-08-06,Summer
CUST_0030,Name CUST_0030,cust_0030@demo.example,Dress,1,114.75,114.75,2024-08-09,Summer
CUST_0030,Name CUST_0030,cust_0030@demo.example,Shoes,1,92.93,92.93,2024-10-11,Fall
CUST_0030,Name CUST_0030,cust_0030@demo.example,Accessory,1,68.69,68.69,2024-12-09,Winter
CUST_0030,Name CUST_0030,cust_0030@demo.example,Shirt,4,21.26,85.04,2024-12-17,Spring
CUST_0030,Name CUST_0030,cust_0030@demo.example,Shoes,1,145.64,145.64,2025-01-04,Fall
CUST_0031,Name CUST_0031,cust_0031@demo.example,Shoes,2,33.72,67.44,2024-01-27,Spring
CUST_0031,Name CUST_0031,cust_0031@demo.example,Shirt,2,114.25,228.5,2024-02-05,Spring
CUST_0031,Name CUST_0031,cust_0031@demo.example,Jacket,3,91.23,273.69,2024-02-28,Spring
CUST_0031,Name CUST_0031,cust_0031@demo.example,Dress,3,55.01,165.03,2024-03-21,Spring
CUST_0031,Name CUST_0031,cust_0031@demo.example,Pants,3,12.84,38.52,2024-06-22,Winter
CUST_0031,Name CUST_0031,cust_0031@demo.example,Accessory,4,27.3,109.2,2024-06-25,Winter
